cluster	Exp
EOG77469W	3.339511694
EOG77469X	47.56242424
EOG77469Z	1.879658669
EOG7746B0	0.404773307
EOG7746B1	451.4939401
EOG7746B2	101.2714738
EOG7746B4	79.24266267
EOG7746B6	151.0771158
EOG7746B8	3.117011579
EOG7746B9	2.056543991
EOG7746BX	9.696109972
EOG7772HZ	58.13576921
EOG7772J0	55.41139795
EOG7772J1	43.12624638
EOG7772J2	5.807906894
EOG7772J3	475.2702337
EOG7772J4	16.3614751
EOG7772J5	88.7606565
EOG7772J6	112.0436921
EOG7772J7	3.0433587
EOG7772J8	85.6642438
EOG7772J9	68.26607472
EOG7772JB	76.51899753
EOG7772JC	185.6006341
EOG7772JD	27.10969237
EOG7772JF	21.49675379
EOG7772JG	21.00362724
EOG7772JH	82.06822893
EOG7772JJ	94.6736304
EOG7772JK	107.2378627
EOG7772JM	20.30580236
EOG7772JN	65.3948252
EOG7772JP	36.27548008
EOG7772JQ	126.1487959
EOG7772JR	212.3052739
EOG7772JS	335.1743088
EOG7772JT	265.7923107
EOG7772JW	75.44172951
EOG7772JX	261.1474686
EOG7772JZ	176.4323459
EOG7772K0	3.156317827
EOG7772K1	52.55441069
EOG7772K2	220.4148087
EOG7772K5	970.8656985
EOG7772K7	0.661604
EOG779XRT	40.62347724
EOG779XRV	15.02459663
EOG779XRW	37.32266565
EOG779XRX	6.799248312
EOG779XRZ	52.6433714
EOG779XS0	136.6243806
EOG779XS1	41.0591431
EOG779XS2	45.78088844
EOG779XS3	305.7803594
EOG779XS4	101.7502842
EOG779XS5	77.34435321
EOG779XS6	383.1975327
EOG779XS7	11.22333654
EOG779XS8	112.9887819
EOG779XS9	37.92759882
EOG779XSB	21.7665828
EOG779XSC	85.83574364
EOG779XSD	1.989601743
EOG779XSF	177.2477429
EOG779XSG	254.5792052
EOG779XSH	284.8895532
EOG779XSJ	31.30761591
EOG779XSK	161.8090058
EOG779XSM	0.92317886
EOG779XSN	57.41808697
EOG779XSP	31.13624125
EOG779XSQ	1.690820173
EOG779XSS	27.68612395
EOG779XST	1426.334611
EOG779XSV	23.83025418
EOG779XSW	6.603745177
EOG779XSX	7.818410282
EOG779XSZ	147.4413475
EOG779XT0	119.7089734
EOG779XT1	485.3531098
EOG779XT2	1088.617886
EOG779XT3	0.36701475
EOG779XT4	0.964645733
EOG77DT0X	6.686624723
EOG77DT0Z	68.21489935
EOG77DT10	60.06622673
EOG77DT11	33.34435661
EOG77DT12	100.8899782
EOG77DT13	35.04355915
EOG77DT14	76.58583
EOG77DT15	58.27839585
EOG77DT16	28.17874681
EOG77DT17	253.0426273
EOG77DT18	33.19492205
EOG77DT19	19.67125296
EOG77DT1B	119.2391977
EOG77DT1C	261.8082157
EOG77DT1D	269.3894903
EOG77DT1F	1.329151403
EOG77DT1G	1.080258198
EOG77DT1K	24.91894672
EOG77DT1M	78.44169072
EOG77DT1N	2.332186157
EOG77DT1Q	375.4614682
EOG77DT1R	21.78001293
EOG77DT1S	0.339988696
EOG77DT1T	293.8370209
EOG77DT1V	6.435752527
EOG77DT1X	156.7459501
EOG77DT1Z	17.10992296
EOG77DT20	115.8190023
EOG77DT21	13.96602517
EOG77DT22	994.7622637
EOG77DT24	1.359068771
EOG77HP7R	79.0897317
EOG77HP7S	29.33332825
EOG77HP7T	57.88927548
EOG77HP7V	7.379064666
EOG77HP7W	64.67198166
EOG77HP7X	55.1808425
EOG77HP7Z	24.11980672
EOG77HP80	31.38693827
EOG77HP81	46.5503657
EOG77HP82	181.764595
EOG77HP83	27.76904889
EOG77HP84	78.69104479
EOG77HP85	159.8065332
EOG77HP87	7.36365252
EOG77HP88	18.15082133
EOG77HP89	193.8942754
EOG77HP8B	104.5373209
EOG77HP8C	225.7369238
EOG77HP8D	160.3398224
EOG77HP8F	2.558103265
EOG77HP8H	74.34700828
EOG77HP8J	691.4982795
EOG77HP8K	2.725732038
EOG77HP8N	67.74656315
EOG77HP8P	36.00595786
EOG77HP8Q	40.07319676
EOG77HP8S	349.2841105
EOG77HP8T	23.40969495
EOG77HP8V	228.2640092
EOG77HP8W	330.9947464
EOG77HP8X	391.5779111
EOG77HP8Z	43.96311207
EOG77HP90	308.5831343
EOG77MJGP	47.05680772
EOG77MJGQ	14.10458007
EOG77MJGR	1.68424844
EOG77MJGS	49.6042421
EOG77MJGT	6.515967649
EOG77MJGV	6.65582376
EOG77MJGW	105.4003588
EOG77MJGX	47.89699391
EOG77MJGZ	52.7382931
EOG77MJH0	249.5574173
EOG77MJH1	7.390508217
EOG77MJH2	151.4369516
EOG77MJH3	30.38066422
EOG77MJH4	68.6283831
EOG77MJH5	123.9571516
EOG77MJH6	28.61853596
EOG77MJH7	8.10831452
EOG77MJH8	5.559399151
EOG77MJHB	71.66838445
EOG77MJHC	950.5397
EOG77MJHD	22.39405069
EOG77MJHF	0.733157692
EOG77MJHG	34.63955484
EOG77MJHH	384.8653773
EOG77MJHJ	171.3637388
EOG77MJHK	6.238392813
EOG77MJHM	25.20093927
EOG77MJHN	59.06816099
EOG77MJHR	1.290595388
EOG77MJHS	37.05785809
EOG77MJHV	1.922969366
EOG77MJHZ	32.95164426
EOG77QDQQ	347.5414941
EOG77QDQR	49.20363752
EOG77QDQS	67.27185214
EOG77QDQT	64.45859426
EOG77QDQV	26.56677401
EOG77QDQW	122.5846695
EOG77QDQX	3.698806979
EOG77QDQZ	102.6413773
EOG77QDR0	39.7550466
EOG77QDR1	120.2771262
EOG77QDR2	4.185733392
EOG77QDR3	23.2313507
EOG77QDR4	393.4614102
EOG77QDR5	18.79820359
EOG77QDR6	109.2099215
EOG77QDR7	167.1647026
EOG77QDR8	194.2463475
EOG77QDR9	86.96210018
EOG77QDRB	753.2580781
EOG77QDRC	182.1444553
EOG77QDRD	132.4331238
EOG77QDRF	15.44140679
EOG77QDRG	244.3701101
EOG77QDRH	147.3857243
EOG77QDRJ	37.68577852
EOG77QDRK	37.26044998
EOG77QDRM	29.93071223
EOG77QDRN	255.4366053
EOG77QDRP	348.4643776
EOG77QDRQ	25.79019775
EOG77QDRS	175.9609422
EOG77QDRT	209.4619999
EOG77QDRW	0.478320973
EOG77QDRZ	3.454971139
EOG77QDS0	287.8499721
EOG77QDS1	32.17649736
EOG77QDS3	5.730240968
EOG77T8ZG	18.58293633
EOG77T8ZH	1.754279022
EOG77T8ZJ	65.77735278
EOG77T8ZK	99.08325885
EOG77T8ZM	134.4574024
EOG77T8ZN	2.895516542
EOG77T8ZP	5.377074344
EOG77T8ZQ	387.6311336
EOG77T8ZR	69.43841087
EOG77T8ZS	132.4205781
EOG77T8ZT	123.4554188
EOG77T8ZV	23.5401721
EOG77T8ZW	52.83900846
EOG77T8ZX	4.988794037
EOG77T8ZZ	52.80984298
EOG77T900	87.35609454
EOG77T901	92.82941468
EOG77T903	9.543983004
EOG77T904	143.8792861
EOG77T905	173.7444963
EOG77T906	7.935413313
EOG77T908	73.06959612
EOG77T909	8.053497261
EOG77T90B	0.518545694
EOG77T90C	73.55449542
EOG77T90F	2.574679072
EOG77T90G	0.961192595
EOG77T90H	851.5272173
EOG77T90J	0.047405548
EOG77T90P	5.753880462
EOG77T90R	40.76370159
EOG77T90S	46.23508621
EOG77T90V	0.47207725
EOG77T90W	1.153060057
EOG77X56G	7.514513892
EOG77X56H	79.64183636
EOG77X56J	38.42952842
EOG77X56K	2.196862236
EOG77X56M	15.839162
EOG77X56N	39.66843643
EOG77X56P	119.5803119
EOG77X56Q	70.18697595
EOG77X56R	12.1851376
EOG77X56S	60.72313542
EOG77X56T	45.26211179
EOG77X56V	52.90180577
EOG77X56W	76.89155313
EOG77X56X	14.35287356
EOG77X56Z	255.2318166
EOG77X570	0.842698225
EOG77X571	87.15488282
EOG77X572	0.972036005
EOG77X573	126.9365294
EOG77X574	222.1591562
EOG77X575	5.297523636
EOG77X576	889.4713971
EOG77X578	39.41385316
EOG77X579	114.683235
EOG77X57B	2.307431324
EOG77X57C	0.29999778
EOG77X57D	2.040543211
EOG77X57F	9.899598687
EOG77X57G	0.627091097
EOG77X57H	2.368434742
EOG77X57J	1.653506693
EOG77X57K	862.7742836
EOG77X57M	1502.881632
EOG77X57Q	2.819502889
EOG7811FG	20.86712998
EOG7811FH	35.31554822
EOG7811FJ	108.3090109
EOG7811FK	28.6615338
EOG7811FM	109.6690671
EOG7811FN	310.5890434
EOG7811FP	35.25432903
EOG7811FQ	31.02077092
EOG7811FR	109.1998809
EOG7811FS	11.13756353
EOG7811FT	17.68667432
EOG7811FV	3.095880392
EOG7811FX	2.743519745
EOG7811FZ	25.86047492
EOG7811G0	7.335567835
EOG7811G1	24.60403787
EOG7811G2	71.43773401
EOG7811G3	6.121958089
EOG7811G4	25.33810077
EOG7811G5	144.3943501
EOG7811G6	0.646120553
EOG7811G7	1.04833923
EOG7811G8	0.063130217
EOG7811G9	26.23773066
EOG7811GB	136.3707664
EOG7811GC	37.43098721
EOG7811GF	3.443946163
EOG7811GH	1.313776148
EOG7811GJ	20.03636804
EOG7811GK	61.17227195
EOG7811GM	3.91662668
EOG7811GN	1.021368913
EOG7811GQ	279.4458773
EOG7811GR	24.39119154
EOG7811GS	236.3723086
EOG7811GT	299.375868
EOG783WP9	101.7463125
EOG783WPB	67.34690787
EOG783WPC	17.90532885
EOG783WPD	158.0244037
EOG783WPF	19.49606193
EOG783WPG	2.418951469
EOG783WPH	27.12706969
EOG783WPJ	113.7324385
EOG783WPK	39.36616894
EOG783WPM	42.17853959
EOG783WPP	67.38164739
EOG783WPR	53.82408096
EOG783WPS	255.4204019
EOG783WPT	70.24075429
EOG783WPV	30.42442177
EOG783WPX	83.20166477
EOG783WPZ	133.9438502
EOG783WQ0	182.5864814
EOG783WQ1	0.995509948
EOG783WQ2	142.2455405
EOG783WQ3	33.51568132
EOG783WQ4	101.3080003
EOG783WQ5	30.58161723
EOG783WQ6	138.0580173
EOG783WQ7	513.473153
EOG783WQ8	0.844103229
EOG783WQB	1204.670103
EOG783WQF	61.93310564
EOG783WQG	1.756786476
EOG783WQN	1.677232593
EOG786RX8	22.14687521
EOG786RX9	30.48463339
EOG786RXB	129.9557562
EOG786RXC	29.20125506
EOG786RXD	77.60292153
EOG786RXF	56.65479608
EOG786RXG	29.93728638
EOG786RXH	70.70689973
EOG786RXJ	35.86997165
EOG786RXK	0.17906057
EOG786RXM	44.1339686
EOG786RXN	235.999452
EOG786RXP	111.5065311
EOG786RXQ	59.91201079
EOG786RXR	156.4076081
EOG786RXS	71.46803292
EOG786RXT	52.91022701
EOG786RXV	196.867612
EOG786RXX	69.31219501
EOG786RXZ	120.1570319
EOG786RZ0	5.179112405
EOG786RZ1	142.7132008
EOG786RZ2	169.8987453
EOG786RZ3	68.38597653
EOG786RZ4	61.2535974
EOG786RZ5	254.9956443
EOG786RZ6	127.0397745
EOG786RZ7	114.9061796
EOG786RZ8	233.4448233
EOG786RZ9	95.82420472
EOG786RZC	0.418526725
EOG789N58	1.666533784
EOG789N59	9.670953369
EOG789N5B	3.08492183
EOG789N5C	2.030506671
EOG789N5D	49.95357887
EOG789N5F	58.48932043
EOG789N5G	32.93303108
EOG789N5H	168.058872
EOG789N5J	69.76798256
EOG789N5K	11.59676055
EOG789N5M	20.71357284
EOG789N5N	30.68669006
EOG789N5P	237.0713669
EOG789N5Q	81.13028992
EOG789N5R	39.36931654
EOG789N5S	54.68659002
EOG789N5T	102.4438355
EOG789N5V	43.89646705
EOG789N5W	13.2055632
EOG789N5X	4.45840387
EOG789N5Z	16.39777956
EOG789N61	2.899642909
EOG789N62	34.51829803
EOG789N63	108.0761912
EOG789N64	66.69315205
EOG789N65	157.2912386
EOG789N66	215.40133
EOG789N67	278.7442338
EOG789N68	0.784660539
EOG789N69	38.2349062
EOG789N6B	25.6648642
EOG789N6C	1178.721208
EOG789N6D	231.9126514
EOG789N6F	3.338166344
EOG789N6G	139.1478862
EOG789N6J	362.2680667
EOG789N6N	0.5593353
EOG78DHD4	27.95826484
EOG78DHD5	4.319122613
EOG78DHD6	235.9329264
EOG78DHD7	177.3019189
EOG78DHD8	33.01915773
EOG78DHD9	59.62580591
EOG78DHDB	44.11463252
EOG78DHDC	4.021103511
EOG78DHDD	19.3525222
EOG78DHDF	192.1723996
EOG78DHDG	2.117393621
EOG78DHDH	117.3761142
EOG78DHDJ	31.00444776
EOG78DHDK	16.23629627
EOG78DHDM	46.42146536
EOG78DHDN	199.1014439
EOG78DHDP	41.47304499
EOG78DHDQ	11.51880246
EOG78DHDR	11.00425745
EOG78DHDS	33.23404837
EOG78DHDT	2.303359302
EOG78DHDV	866.2573882
EOG78DHDW	124.004603
EOG78DHDX	159.6048403
EOG78DHDZ	1.312491278
EOG78DHF0	0.851117253
EOG78DHF1	19.79167685
EOG78DHF2	6.31874965
EOG78DHF3	0.609093163
EOG78DHF4	81.00093684
EOG78DHF6	5.894819305
EOG78DHF7	171.2576166
EOG78DHF8	215.1369783
EOG78DHFB	153.5313975
EOG78DHFC	0.26364356
EOG78DHFD	2.397345889
EOG78DHFG	0.3037339
EOG78HCN3	80.52873467
EOG78HCN4	30.21617612
EOG78HCN5	15.70534824
EOG78HCN6	6.359877414
EOG78HCN7	38.12673559
EOG78HCN8	85.24681975
EOG78HCNB	20.50647079
EOG78HCNC	162.6315033
EOG78HCND	29.20140286
EOG78HCNF	19.93694099
EOG78HCNG	99.1019069
EOG78HCNH	126.6130258
EOG78HCNJ	153.7972306
EOG78HCNK	99.99177271
EOG78HCNM	229.8451972
EOG78HCNN	107.2383376
EOG78HCNP	250.4896913
EOG78HCNQ	316.8501071
EOG78HCNR	29.6752635
EOG78HCNS	130.0251471
EOG78HCNT	35.61416717
EOG78HCNV	239.0053107
EOG78HCNW	0.943959178
EOG78HCNX	82.11811042
EOG78HCNZ	473.1245657
EOG78HCP0	87.37667999
EOG78HCP1	0.24958791
EOG78HCP3	14.41838467
EOG78HCP4	3.160444267
EOG78HCP5	1751.164584
EOG78HCP6	75.73083513
EOG78HCP7	5.66314375
EOG78HCP8	14.59888773
EOG78HCPB	410.3385946
EOG78M7W0	92.95903432
EOG78M7W1	10.49439058
EOG78M7W2	429.4565532
EOG78M7W3	1.002430821
EOG78M7W4	137.7895311
EOG78M7W5	57.78920172
EOG78M7W6	16.13510032
EOG78M7W7	5.870969482
EOG78M7W8	75.27141634
EOG78M7W9	35.57662682
EOG78M7WB	12.75309104
EOG78M7WC	56.5257869
EOG78M7WD	74.72605755
EOG78M7WF	293.8458616
EOG78M7WG	126.0576668
EOG78M7WH	49.26798634
EOG78M7WJ	49.02377831
EOG78M7WK	27.87743225
EOG78M7WM	191.0057861
EOG78M7WN	6.273411102
EOG78M7WP	107.8228381
EOG78M7WQ	1.063772927
EOG78M7WR	1.519784926
EOG78M7WS	212.6975177
EOG78M7WT	50.33466437
EOG78M7WV	177.805443
EOG78M7WZ	306.4262451
EOG78M7X0	0.528015893
EOG78M7X1	5572.851703
EOG78M7X2	90.44734879
EOG78M7X3	215.3388572
EOG78M7X4	43.25935329
EOG78M7X5	2.537384169
EOG78M7X6	184.3962557
EOG78M7X7	97.43848339
EOG78Q43Z	44.22109489
EOG78Q440	113.5821905
EOG78Q441	9.663575767
EOG78Q442	51.96712092
EOG78Q443	43.52813385
EOG78Q444	86.91518559
EOG78Q445	188.5782465
EOG78Q446	4.05988837
EOG78Q447	50.39200552
EOG78Q448	50.27534966
EOG78Q449	81.21783792
EOG78Q44B	77.5844196
EOG78Q44C	344.0630934
EOG78Q44D	1.55149683
EOG78Q44F	33.88064339
EOG78Q44G	11.85465402
EOG78Q44H	2.163544304
EOG78Q44J	33.77039831
EOG78Q44K	115.3393951
EOG78Q44M	73.49583414
EOG78Q44N	60.91831287
EOG78Q44P	95.85198822
EOG78Q44Q	322.8074248
EOG78Q44R	30.96487593
EOG78Q44S	74.18614192
EOG78Q44V	113.3931768
EOG78Q44W	1.58255338
EOG78Q44X	116.080893
EOG78Q44Z	41.08420975
EOG78Q450	7.332732065
EOG78Q453	85.21540938
EOG78Q454	306.7118876
EOG78Q456	27.86514676
EOG78Q457	0.624029254
EOG78T0BV	123.7344686
EOG78T0BW	114.3480463
EOG78T0BX	0.2159893
EOG78T0BZ	7.836065132
EOG78T0C0	43.86658703
EOG78T0C1	15.65883761
EOG78T0C2	94.18868726
EOG78T0C3	230.0139962
EOG78T0C4	47.60532122
EOG78T0C5	0.298581122
EOG78T0C6	84.08209034
EOG78T0C7	34.27398695
EOG78T0C9	54.99210919
EOG78T0CB	10.01953512
EOG78T0CC	218.958658
EOG78T0CD	19.08642075
EOG78T0CF	197.9685933
EOG78T0CG	16.73263959
EOG78T0CH	4.603748472
EOG78T0CJ	36.78472458
EOG78T0CK	8.65643258
EOG78T0CM	150.0194022
EOG78T0CN	29.74736835
EOG78T0CP	2.9799632
EOG78T0CQ	54.97708579
EOG78T0CR	8.874813066
EOG78T0CS	1.557139392
EOG78T0CT	8.814045343
EOG78T0CV	322.0369194
EOG78T0CW	156.9327602
EOG78T0CX	6.159820048
EOG78T0CZ	734.9423889
EOG78T0D1	7.379210573
EOG78T0D2	1.554782895
EOG78T0D3	675.3049217
EOG78T0D4	0.350687332
EOG78WVKT	34.67593707
EOG78WVKV	79.58911751
EOG78WVKW	0.444020617
EOG78WVKX	65.56563668
EOG78WVKZ	145.6636931
EOG78WVM0	105.2051444
EOG78WVM1	5.1885099
EOG78WVM2	122.5917281
EOG78WVM3	101.090595
EOG78WVM4	159.8245214
EOG78WVM5	38.58466404
EOG78WVM6	10.76244976
EOG78WVM7	15.15305603
EOG78WVM8	48.30299109
EOG78WVM9	75.30663289
EOG78WVMB	2.921086819
EOG78WVMC	189.7277093
EOG78WVMD	87.49816336
EOG78WVMF	20.48002074
EOG78WVMG	0.44906732
EOG78WVMH	76.83529975
EOG78WVMJ	54.52827462
EOG78WVMK	76.04749475
EOG78WVMM	1525.436537
EOG78WVMN	152.2875308
EOG78WVMP	205.0620813
EOG78WVMQ	0.1609499
EOG78WVMR	6783.927376
EOG78WVMS	137.9477355
EOG78WVMT	192.9350363
EOG78WVMV	20.92778685
EOG78WVMX	264.7026286
EOG78WVN3	2.80810578
EOG790QTR	19.75360558
EOG790QTS	49.05420977
EOG790QTT	78.04324944
EOG790QTV	65.66036745
EOG790QTW	93.95617171
EOG790QTX	1.403493953
EOG790QTZ	14.14301556
EOG790QV0	103.8128831
EOG790QV1	296.1130602
EOG790QV2	71.61139634
EOG790QV3	59.81385389
EOG790QV4	19.53158128
EOG790QV5	0.787059968
EOG790QV6	36.37462095
EOG790QV7	171.2406684
EOG790QV8	119.172927
EOG790QV9	101.5337377
EOG790QVB	24.50771236
EOG790QVC	174.6685922
EOG790QVD	4.376653644
EOG790QVF	3.261459392
EOG790QVG	37.95784457
EOG790QVH	112.3277358
EOG790QVJ	166.4110666
EOG790QVK	107.5249647
EOG790QVM	78.16924431
EOG790QVP	5.169348655
EOG790QVQ	166.1466142
EOG790QVR	121.6925504
EOG790QVS	3.025643738
EOG790QVT	2.110476883
EOG790QVV	0.661734332
EOG790QVX	9.363920305
EOG793M2N	48.09775973
EOG793M2P	11.66140005
EOG793M2Q	39.4988818
EOG793M2R	160.2202366
EOG793M2S	28.23236534
EOG793M2T	94.28469644
EOG793M2V	42.02515938
EOG793M2W	5.727677557
EOG793M2X	18.00214057
EOG793M2Z	80.84672624
EOG793M30	55.44673483
EOG793M31	16.40674905
EOG793M32	7.395589308
EOG793M33	278.1218045
EOG793M34	40.12940458
EOG793M35	1077.406901
EOG793M36	65.08883868
EOG793M37	41.99901776
EOG793M38	284.5550685
EOG793M39	71.20101995
EOG793M3C	184.3360477
EOG793M3D	50.16202134
EOG793M3F	1379.788429
EOG793M3G	55.63624506
EOG793M3H	0.469929188
EOG793M3J	150.4037657
EOG793M3K	1.239479264
EOG793M3M	3.335617533
EOG793M3N	1559.843859
EOG793M3P	152.9858038
EOG793M3Q	6.25866584
EOG793M3R	177.2013194
EOG793M3S	6.117822403
EOG793M3T	5.306047549
EOG793M3V	189.424211
EOG793M3W	1395.659885
EOG793M3X	1178.428483
EOG793M41	1635.983344
EOG796G9J	279.7047302
EOG796G9K	10.04697331
EOG796G9M	52.88497263
EOG796G9N	21.74933896
EOG796G9P	1.527184237
EOG796G9Q	39.36686542
EOG796G9R	29.58558312
EOG796G9S	10.38226355
EOG796G9T	5.426506882
EOG796G9V	21.79713135
EOG796G9W	61.14468088
EOG796G9X	7.766263287
EOG796G9Z	2.581700335
EOG796GB0	214.4108138
EOG796GB1	77.96841189
EOG796GB2	14.51296099
EOG796GB3	50.59474902
EOG796GB4	138.2315576
EOG796GB5	215.1220387
EOG796GB7	134.0656822
EOG796GB8	1.272164241
EOG796GB9	16.96769943
EOG796GBB	85.67131967
EOG796GBC	17.33558346
EOG796GBD	2.714771689
EOG796GBF	5.212957469
EOG796GBG	79.41634243
EOG796GBJ	38.65778298
EOG796GBM	86.4809907
EOG796GBN	14.74733927
EOG796GBQ	156.9007994
EOG796GBR	1.39443832
EOG796GBS	187.7183484
EOG796GBT	0.91797595
EOG799BJJ	37.98109124
EOG799BJK	7.251741432
EOG799BJM	57.64193693
EOG799BJN	4.070757778
EOG799BJP	8.40633905
EOG799BJQ	190.6267437
EOG799BJR	32.58656115
EOG799BJS	33.57295053
EOG799BJT	121.6123665
EOG799BJV	351.4578222
EOG799BJW	148.6730156
EOG799BJX	97.39281472
EOG799BJZ	220.8217035
EOG799BK0	79.82864831
EOG799BK1	7.14971449
EOG799BK2	6.598873958
EOG799BK3	15.42713645
EOG799BK4	19.22344933
EOG799BK5	67.95852122
EOG799BK6	33.23918313
EOG799BK7	19.46872813
EOG799BK9	79.70566974
EOG799BKC	84.44722369
EOG799BKD	13.00997752
EOG799BKG	1.762357509
EOG799BKH	106.3509764
EOG799BKJ	32.66486123
EOG799BKK	317.4538546
EOG799BKM	206.8704867
EOG799BKP	107.9428525
EOG799BKQ	83.57383596
EOG799BKR	178.1310181
EOG799BKS	900.4090393
EOG799BKT	1.512382945
EOG799BM4	132.3473154
EOG79D6SG	6.981897913
EOG79D6SH	14.00370738
EOG79D6SJ	120.1779313
EOG79D6SK	2054.65141
EOG79D6SM	123.9393951
EOG79D6SN	99.15251767
EOG79D6SP	20.60930777
EOG79D6SQ	108.5992642
EOG79D6SR	2.966613749
EOG79D6SS	49.58766672
EOG79D6ST	77.62936394
EOG79D6SV	32.71654655
EOG79D6SW	104.1400618
EOG79D6SX	0.454193043
EOG79D6SZ	58.14006726
EOG79D6T0	46.50940114
EOG79D6T1	18.26041318
EOG79D6T2	155.2760632
EOG79D6T3	483.7149769
EOG79D6T4	98.60399287
EOG79D6T5	165.548078
EOG79D6T6	28.72321154
EOG79D6T7	142.5202367
EOG79D6T8	62.4276983
EOG79D6T9	1.930485547
EOG79D6TB	158.2545664
EOG79D6TD	169.1483321
EOG79D6TF	294.8163797
EOG79D6TG	1629.415048
EOG79D6TH	252.9044183
EOG79D6TK	12.88218262
EOG79D6TM	6485.932405
EOG79D6TP	162.4385221
EOG79D6TS	12.50303975
EOG79H31D	5.305374117
EOG79H31F	50.9378872
EOG79H31G	41.74854853
EOG79H31H	3.390352798
EOG79H31J	61.47644553
EOG79H31K	1.660840528
EOG79H31M	34.2979388
EOG79H31N	78.94213449
EOG79H31P	92.20502631
EOG79H31Q	83.32111781
EOG79H31R	35.1703829
EOG79H31S	100.5599843
EOG79H31T	14.40875562
EOG79H31V	6.268453694
EOG79H31W	39.58008344
EOG79H31Z	271.8460117
EOG79H320	36.05487691
EOG79H321	138.5461134
EOG79H322	28.42708094
EOG79H323	120.5539003
EOG79H324	131.8121691
EOG79H326	58.91561805
EOG79H327	167.1787402
EOG79H328	88.21467618
EOG79H329	129.299156
EOG79H32B	6.982932433
EOG79H32C	8.760772807
EOG79H32D	94.2566604
EOG79H32G	167.7951295
EOG79H32H	93.6652625
EOG79H32M	65.86174875
EOG79H32P	20.03437166
EOG79H32Q	321.6192583
EOG79H32R	521.1644986
EOG79KZ89	69.52660061
EOG79KZ8B	27.79996197
EOG79KZ8C	49.03004954
EOG79KZ8D	239.6308253
EOG79KZ8F	57.6321783
EOG79KZ8G	3.966037813
EOG79KZ8H	25.14021765
EOG79KZ8J	90.6810242
EOG79KZ8K	47.51719514
EOG79KZ8M	25.94312719
EOG79KZ8N	106.3064814
EOG79KZ8P	40.44667985
EOG79KZ8R	9.357900114
EOG79KZ8S	32.08101318
EOG79KZ8T	17.29765506
EOG79KZ8V	31.21809136
EOG79KZ8X	269.6391803
EOG79KZ8Z	52.94577287
EOG79KZ90	581.613234
EOG79KZ91	206.9133075
EOG79KZ92	0.7149528
EOG79KZ93	62.14107863
EOG79KZ94	24.90527086
EOG79KZ95	9.854762953
EOG79KZ96	1.569887415
EOG79KZ97	108.5026696
EOG79KZ99	10.19415929
EOG79KZ9B	16.1825251
EOG79KZ9C	1925.339303
EOG79KZ9D	448.2239422
EOG79KZ9F	184.432309
EOG79KZ9H	1.836271833
EOG79KZ9K	101.9412597
EOG79KZ9P	174.2039836
EOG79PTH8	19.4992255
EOG79PTH9	97.09118834
EOG79PTHB	145.310517
EOG79PTHC	4.523700722
EOG79PTHD	1.918820152
EOG79PTHF	21.95990089
EOG79PTHG	304.7939793
EOG79PTHH	99.95145714
EOG79PTHJ	9.293436215
EOG79PTHK	11.01459065
EOG79PTHM	24.38337366
EOG79PTHN	1845.83777
EOG79PTHP	67.51447514
EOG79PTHQ	4.5868026
EOG79PTHS	99.03259486
EOG79PTHT	204.8926246
EOG79PTHV	20.8730932
EOG79PTHW	85.23784382
EOG79PTHX	128.1092422
EOG79PTJ0	1.60899777
EOG79PTJ1	151.0981739
EOG79PTJ2	9.027420602
EOG79PTJ3	66.57177922
EOG79PTJ6	189.1602542
EOG79PTJ7	92.517579
EOG79PTJ9	71.65253793
EOG79PTJB	21.2743664
EOG79PTJC	237.1247681
EOG79PTJD	62.69784624
EOG79PTJF	1.8394645
EOG79PTJG	20.09164331
EOG79PTJH	53.35289168
EOG79PTJJ	0.203822917
EOG79PTJK	87.10363669
EOG79PTJN	15.66025831
EOG79SPR4	143.7044709
EOG79SPR5	10.01575268
EOG79SPR6	1.12823166
EOG79SPR7	10.36980297
EOG79SPR8	132.5460111
EOG79SPR9	106.4940784
EOG79SPRB	11.20049361
EOG79SPRC	1.604474388
EOG79SPRD	0.1443735
EOG79SPRF	75.69120168
EOG79SPRG	1.029727281
EOG79SPRH	54.96921274
EOG79SPRJ	89.84550548
EOG79SPRK	85.28706425
EOG79SPRM	39.96573665
EOG79SPRN	231.0271238
EOG79SPRP	303.1919078
EOG79SPRQ	38.63281477
EOG79SPRR	100.6163171
EOG79SPRS	64.36560704
EOG79SPRT	13.30841854
EOG79SPRV	173.5280344
EOG79SPRW	137.6590537
EOG79SPRX	58.77932385
EOG79SPRZ	112.6326386
EOG79SPS0	210.4270403
EOG79SPS1	134.6113449
EOG79SPS2	784.5752025
EOG79SPS4	140.9280742
EOG79SPS5	0.4892208
EOG79SPS6	1.824808028
EOG79SPS7	0.673537025
EOG79SPS8	22.58759823
EOG79SPS9	159.5322237
EOG79WK04	61.58197834
EOG79WK05	36.22291845
EOG79WK06	31.99765949
EOG79WK07	1.37000045
EOG79WK08	84.81631144
EOG79WK09	253.3495693
EOG79WK0B	133.4513755
EOG79WK0C	84.14354053
EOG79WK0D	52.13218486
EOG79WK0F	6.155818464
EOG79WK0G	67.355966
EOG79WK0H	150.5109847
EOG79WK0J	2.164102769
EOG79WK0K	0.852680741
EOG79WK0M	206.588721
EOG79WK0P	49.52236229
EOG79WK0Q	222.4501914
EOG79WK0R	99.56957262
EOG79WK0S	6.713818884
EOG79WK0T	29.64203165
EOG79WK0V	86.21448704
EOG79WK0W	45.98912321
