cluster	kTotal	kWithin	kOut	kDiff
EOG76HZVV	24.05798241	4.79004697	19.26793544	-14.47788847
EOG76HZVW	36.70655328	7.96631797	28.74023531	-20.77391734
EOG76HZVX	11.08628476	3.076373712	8.009911049	-4.933537337
EOG76HZW1	18.95358345	9.515272256	9.438311193	0.076961063
EOG76HZW2	31.10303634	21.10791147	9.995124871	11.11278659
EOG76HZW3	61.79339265	8.583838754	53.2095539	-44.62571514
EOG76HZW4	10.11400096	2.717199685	7.396801272	-4.679601587
EOG76HZW5	13.66550193	5.124998821	8.540503111	-3.41550429
EOG76HZW7	16.03571061	3.022722029	13.01298858	-9.990266554
EOG76HZW8	14.24478979	6.925762458	7.319027336	-0.393264878
EOG76HZW9	15.75453349	4.164146223	11.59038727	-7.426241047
EOG76HZWB	16.98628843	5.192238003	11.79405042	-6.60181242
EOG76HZWC	41.44823011	7.879581279	33.56864883	-25.68906755
EOG76HZWH	25.42893487	7.470335005	17.95859986	-10.48826486
EOG76HZWM	109.5310052	24.14740246	85.3836027	-61.23620024
EOG76HZWN	60.61585856	24.27899727	36.3368613	-12.05786403
EOG76HZWR	51.01288099	19.27585381	31.73702718	-12.46117336
EOG76HZWS	34.05951456	11.29490661	22.76460796	-11.46970135
EOG76MV3D	39.10374614	12.66527327	26.43847287	-13.7731996
EOG76MV3F	33.00590147	6.222684645	26.78321682	-20.56053218
EOG76MV3G	80.39516918	40.35716072	40.03800846	0.319152268
EOG76MV3H	54.8131473	13.85685748	40.95628981	-27.09943233
EOG76MV3J	82.90852537	50.9186813	31.98984407	18.92883723
EOG76MV3M	68.3847455	43.23085605	25.15388945	18.0769666
EOG76MV3N	29.188697	17.81145149	11.3772455	6.434205987
EOG76MV3P	29.03559807	9.549241053	19.48635702	-9.937115963
EOG76MV3Q	24.46741514	8.767102954	15.70031219	-6.933209235
EOG76MV3R	50.87688516	19.9093034	30.96758176	-11.05827836
EOG76MV3S	30.19637242	10.09563806	20.10073436	-10.0050963
EOG76MV3T	108.7435541	55.82815848	52.91539559	2.91276289
EOG76MV3V	31.37555517	11.50709027	19.8684649	-8.361374622
EOG76MV3W	18.68707151	3.412159971	15.27491154	-11.86275157
EOG76MV3X	41.58693599	16.23582288	25.35111311	-9.11529023
EOG76MV41	5.563345184	2.26294538	3.300399805	-1.037454425
EOG76MV43	68.93363115	15.54876357	53.38486758	-37.83610401
EOG76MV44	11.29697091	4.481802968	6.815167947	-2.333364979
EOG76MV45	100.6984623	67.52240503	33.17605722	34.34634781
EOG76MV46	26.65635933	5.779030139	20.8773292	-15.09829906
EOG76MV47	52.15833981	17.30429386	34.85404595	-17.54975209
EOG76MV48	25.4639925	5.137960561	20.32603194	-15.18807138
EOG76MV49	53.30694261	11.60759123	41.69935138	-30.09176015
EOG76MV4B	55.56075553	9.591035774	45.96971976	-36.37868399
EOG76MV4F	27.61620972	3.759250345	23.85695937	-20.09770903
EOG76MV4J	31.47183384	11.52429292	19.94754092	-8.423247996
EOG76MV4K	16.76361673	4.999857568	11.76375916	-6.763901591
EOG76MV4Q	16.78153993	2.801311845	13.98022809	-11.17891624
EOG76QQB8	27.53438813	10.91213409	16.62225404	-5.710119947
EOG76QQBB	98.60506534	7.333084872	91.27198047	-83.9388956
EOG76QQBC	15.96815582	4.456778476	11.51137734	-7.054598868
EOG76QQBF	13.79749686	2.348472681	11.44902418	-9.100551502
EOG76QQBG	35.03408132	8.36796404	26.66611728	-18.29815324
EOG76QQBH	70.19178432	31.64351192	38.5482724	-6.904760478
EOG76QQBJ	8.168751174	2.221435156	5.947316019	-3.725880863
EOG76QQBK	33.81528947	25.8259825	7.989306976	17.83667552
EOG76QQBM	61.05710514	24.82974078	36.22736437	-11.39762359
EOG76QQBN	128.0942718	111.5226783	16.57159357	94.95108469
EOG76QQBP	43.72966511	12.16013171	31.5695334	-19.40940169
EOG76QQBQ	48.0014007	40.30644472	7.694955979	32.61148874
EOG76QQBR	54.48709904	10.34488875	44.14221029	-33.79732155
EOG76QQBS	18.4019753	4.223544025	14.17843128	-9.954887255
EOG76QQBX	15.10681701	2.990608609	12.1162084	-9.125599792
EOG76QQC0	38.33263615	12.49105651	25.84157964	-13.35052314
EOG76QQC1	58.29985921	16.66753559	41.63232362	-24.96478803
EOG76QQC2	57.35397052	17.37751835	39.97645217	-22.59893382
EOG76QQC3	21.0455931	6.714476664	14.33111643	-7.616639769
EOG76QQC4	31.12388098	8.863970436	22.25991054	-13.39594011
EOG76QQC8	17.78230697	9.185850514	8.596456454	0.589394059
EOG76QQC9	38.23923125	9.698727666	28.54050358	-18.84177592
EOG76QQCB	40.02784314	8.474794	31.55304914	-23.07825514
EOG76TKKB	33.6639792	8.717011065	24.94696813	-16.22995707
EOG76TKKC	14.05104446	5.950713426	8.100331034	-2.149617608
EOG76TKKD	7.406122956	4.529038906	2.87708405	1.651954856
EOG76TKKF	32.64152673	12.98640107	19.65512566	-6.66872459
EOG76TKKG	12.87362803	4.469476408	8.40415162	-3.934675211
EOG76TKKH	41.621304	10.42579795	31.19550606	-20.76970811
EOG76TKKJ	16.11859027	2.524323341	13.59426693	-11.06994359
EOG76TKKK	26.23729679	4.992636943	21.24465985	-16.2520229
EOG76TKKM	6.930934291	1.479622115	5.451312176	-3.971690061
EOG76TKKN	12.48755927	2.509855355	9.977703911	-7.467848556
EOG76TKKP	46.3331536	10.00022166	36.33293194	-26.33271028
EOG76TKKS	36.56952695	12.53820926	24.03131769	-11.49310844
EOG76TKKT	51.31731276	10.48005297	40.83725979	-30.35720682
EOG76TKKV	76.47922503	45.43917225	31.04005277	14.39911948
EOG76TKKW	52.74563305	12.12208486	40.62354819	-28.50146334
EOG76TKKX	19.00216477	4.583061165	14.41910361	-9.83604244
EOG76TKKZ	39.04409479	7.020173786	32.02392101	-25.00374722
EOG76TKM0	96.1048254	7.611916674	88.49290872	-80.88099205
EOG76TKM1	38.66455418	7.970536661	30.69401752	-22.72348086
EOG76TKM3	8.632014733	1.943888557	6.688126176	-4.744237619
EOG76TKM8	71.74612809	32.00028035	39.74584774	-7.745567389
EOG76TKM9	39.13824938	16.42281883	22.71543055	-6.292611716
EOG76TKMB	5.652813253	1.657660173	3.99515308	-2.337492908
EOG76TKMC	38.82833076	12.7680468	26.06028396	-13.29223715
EOG76TKMG	26.31135407	11.66456631	14.64678776	-2.982221442
EOG76TKMK	18.376725	2.154271747	16.22245325	-14.0681815
EOG76XFT5	15.85726748	3.577029921	12.28023756	-8.703207636
EOG76XFT6	6.690794693	1.19310837	5.497686323	-4.304577953
EOG76XFT7	76.48678312	47.99721778	28.48956534	19.50765244
EOG76XFT8	19.60881527	2.458985887	17.14982938	-14.69084349
EOG76XFT9	18.01799888	8.637463388	9.380535496	-0.743072108
EOG76XFTB	7.232146313	2.687377223	4.544769089	-1.857391866
EOG76XFTC	26.71147887	10.71136858	16.00011029	-5.288741711
EOG76XFTD	58.25599555	40.64952918	17.60646637	23.04306281
EOG76XFTF	50.86391793	30.53648898	20.32742895	10.20906003
EOG76XFTG	27.71280382	8.846875631	18.86592819	-10.01905256
EOG76XFTH	44.69617471	18.92204731	25.77412741	-6.852080098
EOG76XFTJ	34.73739373	5.69114062	29.04625311	-23.35511249
EOG76XFTK	63.1671862	26.27523072	36.89195547	-10.61672475
EOG76XFTN	14.31447861	6.472110774	7.842367839	-1.370257065
EOG76XFTP	61.53008965	32.65802732	28.87206233	3.785964987
EOG76XFTQ	128.1173782	72.9124305	55.20494768	17.70748282
EOG76XFTR	14.28264767	2.016844802	12.26580287	-10.24895807
EOG76XFTS	29.77897464	10.31549421	19.46348042	-9.147986209
EOG76XFTT	29.63932542	8.621831382	21.01749404	-12.39566266
EOG76XFTV	54.20328859	8.353894189	45.84939441	-37.49550022
EOG76XFTX	50.02062555	12.2450747	37.77555085	-25.53047614
EOG76XFV1	56.06694629	9.606761011	46.46018528	-36.85342426
EOG76XFV2	41.64646755	10.67857793	30.96788962	-20.28931169
EOG76XFV3	27.7247527	8.217360277	19.50739243	-11.29003215
EOG76XFV4	32.06317429	4.643901549	27.41927274	-22.77537119
EOG76XFV7	28.23431606	5.141713453	23.09260261	-17.95088915
EOG76XFV8	66.56785198	26.48507878	40.0827732	-13.59769442
EOG76XFV9	17.10961382	3.621960132	13.48765369	-9.865693556
EOG76XFVG	40.51963354	14.2319084	26.28772514	-12.05581674
EOG771B22	26.60300031	8.794084661	17.80891565	-9.014830988
EOG771B23	20.80926555	6.155783029	14.65348252	-8.497699491
EOG771B24	13.74958363	2.576842542	11.17274108	-8.595898543
EOG771B25	20.17298915	3.803250651	16.3697385	-12.56648785
EOG771B26	71.48132608	42.12394709	29.35737898	12.76656811
EOG771B27	27.73779639	4.883427424	22.85436897	-17.97094154
EOG771B28	15.89035613	2.652821379	13.23753475	-10.58471337
EOG771B29	16.43261989	1.133606357	15.29901354	-14.16540718
EOG771B2B	29.80914427	19.61526035	10.19388392	9.421376422
EOG771B2C	28.30151415	14.49264956	13.80886459	0.683784971
EOG771B2F	19.80143979	7.689469514	12.11197028	-4.422500765
EOG771B2G	48.99106263	19.62589079	29.36517184	-9.739281053
EOG771B2J	40.47201598	14.34646159	26.12555438	-11.77909279
EOG771B2K	16.9813735	1.452156252	15.52921725	-14.07706099
EOG771B2N	61.14130927	11.29735591	49.84395336	-38.54659744
EOG771B2Q	86.86588131	82.57802688	4.287854429	78.29017246
EOG771B2R	21.5429758	5.596728454	15.94624735	-10.34951889
EOG771B2S	18.02251576	3.682044869	14.34047089	-10.65842602
EOG771B2V	258.7023124	67.82816721	190.8741452	-123.045978
EOG771B2X	66.26387051	41.34693433	24.91693618	16.42999815
EOG771B30	12.615051	4.852793584	7.762257417	-2.909463833
EOG771B34	15.54868877	3.508554184	12.04013458	-8.531580399
EOG771B36	92.56739823	47.25646805	45.31093018	1.945537871
EOG774694	65.84135492	9.706918501	56.13443642	-46.42751792
EOG774695	27.25981643	6.313364439	20.946452	-14.63308756
EOG774696	22.8123276	5.008048727	17.80427887	-12.79623015
EOG774697	66.95295645	10.76950199	56.18345446	-45.41395247
EOG77469B	33.77325044	6.398849439	27.374401	-20.97555156
EOG77469C	26.18388922	2.999557926	23.1843313	-20.18477337
EOG77469D	34.35571681	9.196532158	25.15918466	-15.9626525
EOG77469F	17.78442244	3.144296274	14.64012616	-11.49582989
EOG77469G	34.25559391	11.78422202	22.47137189	-10.68714987
EOG77469H	76.95916926	63.82225083	13.13691842	50.68533241
EOG77469J	39.37019407	15.77324121	23.59695286	-7.823711652
EOG77469K	47.08105099	19.1231015	27.9579495	-8.834848
EOG77469M	48.71314722	20.13190847	28.58123875	-8.449330286
EOG77469N	14.55528774	1.787661442	12.7676263	-10.97996486
EOG77469P	42.71276374	14.66999621	28.04276753	-13.37277132
EOG77469Q	30.08048968	13.39158421	16.68890547	-3.297321253
EOG77469S	35.63913518	12.81257172	22.82656345	-10.01399173
EOG77469V	11.25684782	2.111808237	9.145039581	-7.033231344
EOG77469X	68.38700827	32.02932727	36.357681	-4.328353726
EOG7746B2	42.22639159	11.14812798	31.07826362	-19.93013564
EOG7772HZ	36.79735019	3.689180634	33.10816956	-29.41898893
EOG7772J1	38.55774935	13.52925823	25.02849112	-11.49923289
EOG7772J2	51.93071579	14.80688977	37.12382602	-22.31693624
EOG7772J3	20.77688711	3.033883757	17.74300336	-14.7091196
EOG7772J5	16.63856605	2.407113079	14.23145297	-11.82433989
EOG7772J6	77.52060429	18.16920985	59.35139444	-41.18218459
EOG7772J9	52.87292102	25.29090449	27.58201653	-2.291112043
EOG7772JB	23.38147215	15.08208932	8.299382835	6.782706484
EOG7772JC	7.767759396	2.308125108	5.459634288	-3.15150918
EOG7772JD	25.34740824	5.927647478	19.41976076	-13.49211329
EOG7772JF	128.2010508	52.80760022	75.39345061	-22.58585039
EOG7772JG	14.87234691	4.736028993	10.13631792	-5.400288925
EOG7772JH	8.366063361	2.892537979	5.473525382	-2.580987403
EOG7772JJ	22.75908646	11.51450211	11.24458435	0.26991776
EOG7772JM	85.32509842	56.6086564	28.71644203	27.89221437
EOG7772JN	60.83399658	27.41664013	33.41735645	-6.000716316
EOG7772JP	70.63817848	13.65172188	56.9864566	-43.33473472
EOG7772JQ	27.15488419	4.988752148	22.16613204	-17.17737989
EOG7772JR	62.89694858	14.58771409	48.30923449	-33.7215204
EOG7772JS	61.95839441	9.884951165	52.07344325	-42.18849208
EOG7772JT	45.03027999	13.33523897	31.69504103	-18.35980206
EOG7772JW	18.62468398	6.726744335	11.89793965	-5.171195313
EOG7772JX	16.67445265	3.041079516	13.63337313	-10.59229362
EOG7772JZ	14.98883502	3.17012888	11.81870614	-8.648577259
EOG7772K1	45.66156061	10.52223287	35.13932774	-24.61709487
EOG7772K5	35.32638631	13.85891063	21.46747569	-7.608565057
EOG779XRT	28.26772521	21.02677625	7.240948961	13.78582729
EOG779XRV	31.7259096	5.315750475	26.41015912	-21.09440865
EOG779XRW	14.70889785	2.78775351	11.92114434	-9.133390827
EOG779XRX	26.53325627	16.55185909	9.981397174	6.570461921
EOG779XRZ	66.38057518	29.93461605	36.44595912	-6.511343068
EOG779XS0	41.03338509	9.738993818	31.29439127	-21.55539745
EOG779XS1	23.85494496	4.487360779	19.36758418	-14.8802234
EOG779XS2	33.49432242	8.503756295	24.99056612	-16.48680982
EOG779XS3	20.03055468	3.221689231	16.80886545	-13.58717622
EOG779XS4	30.35410967	6.017392033	24.33671764	-18.3193256
EOG779XS5	31.50489697	5.608187262	25.89670971	-20.28852244
EOG779XS6	46.64350742	13.90643436	32.73707306	-18.83063869
EOG779XS7	43.43005089	17.71809485	25.71195604	-7.993861194
EOG779XS8	24.20295134	4.464093124	19.73885822	-15.27476509
EOG779XS9	10.80646566	2.108789346	8.697676312	-6.588886967
EOG779XSF	17.28763566	3.23040027	14.05723539	-10.82683512
EOG779XSG	94.96021414	16.97844923	77.98176491	-61.00331568
EOG779XSJ	33.42158416	11.76545646	21.6561277	-9.890671242
EOG779XSK	24.1701653	10.61467115	13.55549414	-2.94082299
EOG779XSN	23.95868888	11.12480621	12.83388267	-1.709076461
EOG779XSP	66.41761902	59.53367498	6.883944037	52.64973095
EOG779XSS	15.97526873	3.898728076	12.07654065	-8.177812575
EOG779XSW	26.39422097	7.692692309	18.70152866	-11.00883635
EOG779XSX	38.45311851	10.30357982	28.1495387	-17.84595888
EOG779XSZ	30.17934901	18.70355066	11.47579834	7.227752321
EOG779XT0	78.90506526	7.572346688	71.33271857	-63.76037188
EOG779XT2	36.06038538	6.590124021	29.47026136	-22.88013734
EOG77DT0X	111.6694178	63.36564463	48.30377314	15.06187149
EOG77DT0Z	7.498886794	1.275996594	6.2228902	-4.946893606
EOG77DT10	32.59779835	2.818870706	29.77892764	-26.96005693
EOG77DT11	25.94650444	3.145588227	22.80091622	-19.65532799
EOG77DT12	39.64179405	17.03052916	22.61126489	-5.580735725
EOG77DT13	41.29217499	9.56735566	31.72481933	-22.15746367
EOG77DT14	18.85481807	2.496847944	16.35797012	-13.86112218
EOG77DT15	35.09416308	6.945179634	28.14898345	-21.20380382
EOG77DT16	27.82549956	15.59074722	12.23475234	3.355994882
EOG77DT17	36.76036259	7.632618681	29.12774391	-21.49512523
EOG77DT18	32.91058412	20.22284653	12.68773759	7.535108938
EOG77DT19	26.30347171	3.797416111	22.5060556	-18.70863949
EOG77DT1B	8.83520219	2.291840658	6.543361532	-4.251520874
EOG77DT1C	25.29207295	4.710253504	20.58181944	-15.87156594
EOG77DT1D	61.05334753	53.183709	7.869638531	45.31407047
EOG77DT1K	66.77412456	42.76187274	24.01225183	18.74962091
EOG77DT1M	24.26801093	3.929697153	20.33831378	-16.40861662
EOG77DT1Q	18.31066363	7.915489615	10.39517402	-2.4796844
EOG77DT1T	31.44358444	3.249759927	28.19382451	-24.94406458
EOG77DT1X	73.26827086	37.69022436	35.5780465	2.11217786
EOG77DT1Z	12.37942931	4.84259873	7.536830576	-2.694231846
EOG77DT20	20.75588828	4.878561443	15.87732684	-10.9987654
EOG77DT21	139.0255144	68.09252708	70.93298731	-2.840460234
EOG77DT22	16.89282974	7.175652137	9.717177607	-2.54152547
EOG77HP7R	41.83699231	21.86351551	19.9734768	1.890038711
EOG77HP7S	31.22195385	14.45137576	16.77057809	-2.319202331
EOG77HP7T	70.90693112	9.911746377	60.99518474	-51.08343836
EOG77HP7W	42.58594359	28.51410808	14.07183551	14.44227257
EOG77HP7X	67.49267558	20.40305684	47.08961874	-26.6865619
EOG77HP7Z	22.43681483	4.268113423	18.16870141	-13.90058798
EOG77HP80	61.20141557	48.12703774	13.07437783	35.05265991
EOG77HP81	39.80022437	7.125380769	32.6748436	-25.54946283
EOG77HP82	16.43127127	3.540487797	12.89078347	-9.35029567
EOG77HP83	62.54943084	23.21555528	39.33387556	-16.11832027
EOG77HP84	7.07957384	1.116022454	5.963551386	-4.847528933
EOG77HP85	7.759674179	2.076931872	5.682742306	-3.605810434
EOG77HP87	26.1784882	10.58437255	15.59411565	-5.009743095
EOG77HP88	26.77187413	8.299114031	18.4727601	-10.17364607
EOG77HP89	24.24891463	7.786419894	16.46249473	-8.676074839
EOG77HP8B	42.69730656	1.192576396	41.50473017	-40.31215377
EOG77HP8C	54.83763072	24.57595233	30.2616784	-5.68572607
EOG77HP8D	23.30558303	8.197538978	15.10804405	-6.910505071
EOG77HP8H	51.40638306	16.9484136	34.45796946	-17.50955586
EOG77HP8J	39.75091699	4.420134293	35.33078269	-30.9106484
EOG77HP8Q	61.67191832	14.33217674	47.33974158	-33.00756484
EOG77HP8V	26.16278267	4.557516189	21.60526648	-17.04775029
EOG77HP8W	79.79506091	11.10216855	68.69289236	-57.59072381
EOG77HP8X	28.92035661	5.529186605	23.39117001	-17.8619834
EOG77HP8Z	39.42288828	20.61295193	18.80993635	1.803015576
EOG77HP90	34.23700981	13.65546559	20.58154423	-6.926078637
EOG77MJGP	34.25495386	7.707686537	26.54726732	-18.83958079
EOG77MJGQ	58.69526545	22.09738103	36.59788442	-14.50050338
EOG77MJGR	22.02828373	8.409342693	13.61894104	-5.209598344
EOG77MJGS	28.51589918	8.315272529	20.20062665	-11.88535412
EOG77MJGT	30.19523909	21.4070514	8.788187687	12.61886372
EOG77MJGV	20.98868137	8.593620224	12.39506115	-3.801440922
EOG77MJGW	22.264851	5.423605882	16.84124512	-11.41763924
EOG77MJGX	79.82721218	70.12180728	9.705404899	60.41640238
EOG77MJGZ	135.76856	26.72925224	109.0393078	-82.31005557
EOG77MJH0	41.87301484	17.66790691	24.20510793	-6.537201019
EOG77MJH1	134.2597324	85.68997619	48.56975622	37.12021997
EOG77MJH2	31.12720724	5.414361031	25.71284621	-20.29848518
EOG77MJH3	50.07968592	22.39291076	27.68677516	-5.293864396
EOG77MJH4	90.43615294	71.41829692	19.01785602	52.4004409
EOG77MJHB	19.97448435	3.634130298	16.34035405	-12.70622375
EOG77MJHC	15.10447619	4.835282694	10.2691935	-5.433910804
EOG77MJHD	48.98262512	12.738087	36.24453812	-23.50645112
EOG77MJHG	11.25854693	2.735682363	8.522864572	-5.787182209
EOG77MJHH	25.78458942	9.14649798	16.63809143	-7.491593454
EOG77MJHJ	37.43820953	8.384252469	29.05395707	-20.6697046
EOG77MJHM	64.03247276	15.40838179	48.62409097	-33.21570918
EOG77MJHN	28.94622374	10.02411213	18.92211161	-8.897999486
EOG77QDQQ	11.12287815	3.590516331	7.53236182	-3.941845489
EOG77QDQR	49.70211797	12.03906417	37.6630538	-25.62398963
EOG77QDQT	26.10936766	15.15768832	10.95167934	4.206008982
EOG77QDQV	56.52773511	43.74414774	12.78358737	30.96056037
EOG77QDQW	23.48676615	5.17262243	18.31414372	-13.14152129
EOG77QDQX	7.554660458	1.328576342	6.226084116	-4.897507775
EOG77QDQZ	19.16011811	3.382435419	15.77768269	-12.39524727
EOG77QDR1	21.34758746	5.360860253	15.98672721	-10.62586695
EOG77QDR2	106.7609529	69.63143803	37.1295149	32.50192313
EOG77QDR3	46.32583787	25.90105049	20.42478737	5.476263121
EOG77QDR4	50.87831952	9.597710259	41.28060926	-31.682899
EOG77QDR5	67.30395634	2.691160395	64.61279595	-61.92163555
EOG77QDR6	11.81158056	4.305826008	7.505754549	-3.199928541
EOG77QDR7	25.34264781	5.770579238	19.57206857	-13.80148934
EOG77QDR8	39.34827798	6.873923443	32.47435453	-25.60043109
EOG77QDR9	29.98268966	6.628036243	23.35465341	-16.72661717
EOG77QDRB	25.13783462	5.758888587	19.37894604	-13.62005745
EOG77QDRC	75.40589729	6.661070084	68.7448272	-62.08375712
EOG77QDRD	74.5496406	19.3444717	55.2051689	-35.86069721
EOG77QDRF	42.52035061	10.43123029	32.08912032	-21.65789003
EOG77QDRG	31.58429962	7.700163867	23.88413575	-16.18397188
EOG77QDRH	22.42101197	3.339813406	19.08119856	-15.74138516
EOG77QDRJ	57.85420537	27.54175852	30.31244684	-2.770688318
EOG77QDRK	45.932486	7.897789026	38.03469697	-30.13690794
EOG77QDRM	11.12907095	1.98145842	9.147612531	-7.166154111
EOG77QDRN	24.61699689	5.117794295	19.49920259	-14.3814083
EOG77QDRP	50.11060537	10.12101166	39.98959371	-29.86858205
EOG77QDRQ	35.77286584	14.66535271	21.10751313	-6.442160428
EOG77QDRS	26.7795995	3.98721787	22.79238163	-18.80516376
EOG77QDRZ	38.85621677	14.36405585	24.49216092	-10.12810507
EOG77QDS0	32.51772682	6.493565449	26.02416138	-19.53059593
EOG77QDS1	117.7550955	12.97500933	104.7800862	-91.80507682
EOG77T8ZG	63.03639018	33.61413158	29.42225861	4.191872969
EOG77T8ZJ	42.98976696	3.165299911	39.82446705	-36.65916714
EOG77T8ZK	49.74308199	18.95101272	30.79206927	-11.84105654
EOG77T8ZM	30.02479424	14.65536568	15.36942855	-0.714062866
EOG77T8ZN	23.93998004	7.650682704	16.28929734	-8.638614635
EOG77T8ZQ	35.27828464	20.16501954	15.1132651	5.051754433
EOG77T8ZS	33.88591826	16.8928527	16.99306557	-0.10021287
EOG77T8ZT	82.76382791	66.43669345	16.32713446	50.10955899
EOG77T8ZV	20.6177642	4.561912239	16.05585196	-11.49393972
EOG77T8ZW	52.65001258	21.41186348	31.2381491	-9.826285621
EOG77T8ZX	28.8052681	11.62973309	17.17553501	-5.545801917
EOG77T8ZZ	16.1681005	3.23618525	12.93191525	-9.695730003
EOG77T900	27.11946334	8.593139046	18.5263243	-9.933185251
EOG77T901	14.65406507	4.414431356	10.23963371	-5.825202358
EOG77T903	64.56858973	45.12962389	19.43896584	25.69065806
EOG77T904	98.49250863	16.975351	81.51715762	-64.54180662
EOG77T905	54.10692839	10.17020446	43.93672393	-33.76651947
EOG77T909	85.90956815	32.55076989	53.35879827	-20.80802838
EOG77T90C	36.88969851	8.506675292	28.38302322	-19.87634792
EOG77T90H	30.34393341	5.886841289	24.45709212	-18.57025084
EOG77T90P	114.3409262	42.1339524	72.20697383	-30.07302143
EOG77T90R	42.11814377	21.48823527	20.6299085	0.858326776
EOG77T90S	35.5238107	14.76649231	20.75731839	-5.990826071
EOG77X56G	28.59931399	13.55556414	15.04374984	-1.488185701
EOG77X56H	18.58949679	5.268143184	13.32135361	-8.053210427
EOG77X56J	47.88090972	15.68449806	32.19641166	-16.51191359
EOG77X56K	11.21632834	3.42524017	7.791088166	-4.365847996
EOG77X56M	60.63486844	38.72638422	21.90848421	16.81790001
EOG77X56N	78.08947681	15.26534978	62.82412703	-47.55877725
EOG77X56P	39.70656175	3.067343951	36.6392178	-33.57187385
EOG77X56Q	38.66464481	9.187218114	29.4774267	-20.29020858
EOG77X56R	50.85738214	21.76722112	29.09016103	-7.32293991
EOG77X56S	46.02397156	27.27685326	18.7471183	8.529734954
EOG77X56T	29.54066702	8.070302858	21.47036416	-13.4000613
EOG77X56V	8.520489109	2.541774454	5.978714656	-3.436940202
EOG77X56W	11.97047759	2.586369095	9.384108491	-6.797739396
EOG77X56X	41.00618237	13.80136167	27.2048207	-13.40345903
EOG77X56Z	7.75654144	3.531308159	4.225233281	-0.693925122
EOG77X571	19.5436481	4.794370437	14.74927766	-9.954907225
EOG77X574	43.73523023	7.086581275	36.64864896	-29.56206768
EOG77X575	34.09642427	20.64018084	13.45624344	7.183937397
EOG77X576	45.78230925	21.52144985	24.2608594	-2.739409559
EOG77X578	35.5971485	8.491404137	27.10574437	-18.61434023
EOG77X579	18.81127501	3.535067746	15.27620726	-11.74113952
EOG77X57M	35.72530073	6.119036528	29.6062642	-23.48722768
EOG7811FG	53.24471892	33.13448206	20.11023686	13.02424521
EOG7811FH	90.72392961	78.41498722	12.30894239	66.10604483
EOG7811FJ	15.18115846	3.158027016	12.02313144	-8.865104425
EOG7811FM	31.11969323	5.663447913	25.45624532	-19.7927974
EOG7811FN	41.92298545	4.152633785	37.77035166	-33.61771788
EOG7811FP	17.72742199	10.32183177	7.405590228	2.916241538
EOG7811FQ	10.9497844	6.083110099	4.866674304	1.216435794
EOG7811FR	61.93256852	8.21508222	53.7174863	-45.50240408
EOG7811FT	43.81778483	27.46870818	16.34907665	11.11963152
EOG7811FV	8.163174958	2.955107349	5.208067609	-2.252960259
EOG7811FX	30.07794303	16.90021986	13.17772316	3.722496697
EOG7811FZ	18.92317358	2.928584468	15.99458911	-13.06600464
EOG7811G0	107.9018591	70.11159655	37.79026259	32.32133396
EOG7811G1	32.297854	9.006826379	23.29102762	-14.28420124
EOG7811G2	34.36144119	4.565178306	29.79626288	-25.23108457
EOG7811G3	12.91879731	3.411498618	9.507298693	-6.095800075
EOG7811G4	21.39597298	7.419350043	13.97662294	-6.557272897
EOG7811G5	44.08364343	13.90052286	30.18312056	-16.2825977
EOG7811G9	12.32862711	4.470955513	7.857671594	-3.386716081
EOG7811GB	18.48881639	2.59368968	15.89512671	-13.30143703
EOG7811GC	127.4479401	41.8593398	85.5886003	-43.7292605
EOG7811GF	24.81794661	6.052862306	18.7650843	-12.712222
EOG7811GJ	24.23710504	7.473432598	16.76367244	-9.29023984
EOG7811GK	59.07094738	12.16780822	46.90313916	-34.73533094
EOG7811GM	12.91752625	3.082555358	9.834970888	-6.75241553
EOG7811GQ	16.02178264	1.974149128	14.04763351	-12.07348439
EOG7811GR	55.10913086	19.32614787	35.78298299	-16.45683513
EOG7811GT	50.0942245	11.30761924	38.78660526	-27.47898602
EOG783WP9	20.25303081	9.665932038	10.58709877	-0.921166736
EOG783WPB	31.15506553	5.099380711	26.05568482	-20.95630411
EOG783WPC	28.83670772	5.160050814	23.6766569	-18.51660609
EOG783WPD	13.07863278	2.121653141	10.95697964	-8.835326495
EOG783WPF	47.69328787	11.11408293	36.57920494	-25.46512201
EOG783WPG	46.29513202	31.85817266	14.43695936	17.4212133
EOG783WPH	26.2414005	6.290131509	19.95126899	-13.66113748
EOG783WPJ	71.36900826	21.21437032	50.15463794	-28.94026761
EOG783WPK	28.46701696	10.95185558	17.51516138	-6.563305802
EOG783WPM	61.5047209	19.53020183	41.97451906	-22.44431723
EOG783WPP	97.77433345	76.91072389	20.86360956	56.04711433
EOG783WPR	61.95993147	52.99461934	8.965312129	44.02930721
EOG783WPS	12.44146746	2.932255064	9.509212394	-6.576957329
EOG783WPT	24.42657186	9.007898366	15.41867349	-6.410775128
EOG783WPV	17.71584456	3.927579711	13.78826485	-9.860685138
EOG783WPX	76.68984747	65.50266367	11.1871838	54.31547987
EOG783WPZ	27.45796074	4.380435806	23.07752493	-18.69708913
EOG783WQ0	27.0909069	6.523394621	20.56751227	-14.04411765
EOG783WQ3	10.97466962	1.328628505	9.64604111	-8.317412605
EOG783WQ4	20.15898355	7.487875469	12.67110808	-5.183232612
EOG783WQ6	29.51448775	17.26942035	12.2450674	5.024352949
EOG783WQ7	43.37210936	8.125663703	35.24644566	-27.12078195
