cluster	kTotal	kWithin	kOut	kDiff
EOG7JTGQG	20.58402479	6.283331854	14.30069293	-8.017361079
EOG7JTGQH	39.49857167	26.89968896	12.59888271	14.30080624
EOG7JTGQJ	14.56748808	2.629652402	11.93783568	-9.308183275
EOG7JTGQM	13.99670213	4.58382633	9.412875799	-4.829049469
EOG7JTGQP	48.64511198	36.09227034	12.55284164	23.5394287
EOG7JTGQR	27.19668202	6.351980622	20.84470139	-14.49272077
EOG7JTGQT	51.81050393	9.582141023	42.2283629	-32.64622188
EOG7JTGQW	19.44213088	8.486582638	10.95554824	-2.468965598
EOG7JTGQX	37.0386668	18.17525872	18.86340809	-0.68814937
EOG7JTGQZ	21.23838231	9.507848648	11.73053367	-2.222685018
EOG7JTGR1	12.75381776	2.94955829	9.804259466	-6.854701176
EOG7JTGR2	49.39371621	15.74506262	33.64865359	-17.90359097
EOG7JTGR4	55.76240941	25.37032088	30.39208854	-5.021767659
EOG7JTGR8	63.39385009	4.654048213	58.73980187	-54.08575366
EOG7JTGRF	30.65973387	5.705700859	24.95403301	-19.24833215
EOG7JTGRX	53.37816456	13.78995516	39.58820939	-25.79825423
EOG7JXBZ9	37.73067232	6.52817433	31.20249799	-24.67432366
EOG7JXBZB	5.78611793	0.820392385	4.965725545	-4.14533316
EOG7JXBZC	11.90979575	2.042491049	9.867304697	-7.824813649
EOG7JXBZD	28.7366694	2.989739403	25.74693	-22.7571906
EOG7JXBZF	23.63204749	16.76898565	6.863061844	9.905923804
EOG7JXBZG	42.0410206	7.603296377	34.43772422	-26.83442785
EOG7JXBZH	21.67537255	4.184344263	17.49102829	-13.30668403
EOG7JXBZJ	16.9900842	2.555065828	14.43501837	-11.87995254
EOG7JXBZK	58.32457408	50.87009145	7.454482621	43.41560883
EOG7JXBZM	46.10173956	14.24725932	31.85448024	-17.60722092
EOG7JXBZN	85.23408192	71.10659248	14.12748944	56.97910304
EOG7JXBZP	71.60003542	22.210898	49.38913742	-27.17823943
EOG7JXBZQ	100.746395	19.40347101	81.34292402	-61.93945301
EOG7JXBZR	42.37271112	16.84954608	25.52316503	-8.673618947
EOG7JXBZS	40.1996649	9.38699776	30.81266714	-21.42566938
EOG7JXBZT	77.12521326	39.0247011	38.10051216	0.924188939
EOG7JXBZW	33.89922741	6.222129204	27.6770982	-21.454969
EOG7JXC00	32.82216612	8.494649374	24.32751675	-15.83286737
EOG7JXC01	38.61136812	8.915602262	29.69576586	-20.7801636
EOG7JXC03	57.21819067	35.55851202	21.65967866	13.89883336
EOG7JXC04	49.28464641	9.03045405	40.25419236	-31.22373831
EOG7JXC05	31.13495452	10.37581805	20.75913647	-10.38331843
EOG7JXC06	15.54009362	2.367322007	13.17277161	-10.8054496
EOG7JXC07	59.69098001	27.53573796	32.15524205	-4.619504085
EOG7JXC0B	39.96287637	13.84007436	26.12280202	-12.28272766
EOG7JXC0C	20.53535645	8.755496714	11.77985973	-3.02436302
EOG7JXC0D	66.075646	18.17971439	47.8959316	-29.71621721
EOG7JXC0H	17.32601876	5.874144647	11.45187411	-5.577729464
EOG7JXC0W	29.30327315	12.67830707	16.62496608	-3.946659012
EOG7K1765	38.79752971	28.34625657	10.45127314	17.89498343
EOG7K1766	28.1717866	4.15237871	24.01940789	-19.86702918
EOG7K1767	57.94099946	9.198900144	48.74209931	-39.54319917
EOG7K1768	26.18723672	15.83019017	10.35704655	5.473143628
EOG7K1769	30.52659653	14.01480507	16.51179146	-2.496986389
EOG7K176B	23.65258678	4.402690875	19.2498959	-14.84720503
EOG7K176C	31.94336724	10.64267112	21.30069613	-10.65802501
EOG7K176D	30.86523222	4.554187773	26.31104445	-21.75685667
EOG7K176F	22.24358386	4.157119725	18.08646413	-13.92934441
EOG7K176G	23.7630918	2.409261721	21.35383007	-18.94456835
EOG7K176K	49.57614466	9.162738118	40.41340654	-31.25066843
EOG7K176N	70.15964149	19.70338244	50.45625905	-30.7528766
EOG7K176Q	15.64120807	2.045157848	13.59605022	-11.55089237
EOG7K176R	19.25501605	7.117729522	12.13728653	-5.019557005
EOG7K176S	21.94371459	2.442087212	19.50162738	-17.05954016
EOG7K176T	60.07561575	14.27603102	45.79958473	-31.5235537
EOG7K176W	35.3167872	23.52153944	11.79524777	11.72629167
EOG7K176X	71.59519437	48.32703012	23.26816425	25.05886587
EOG7K176Z	28.58650075	12.18049811	16.40600264	-4.225504538
EOG7K1771	31.9552112	18.88407599	13.07113521	5.812940777
EOG7K1772	11.01200287	2.705222838	8.306780032	-5.601557194
EOG7K1773	42.25970976	2.763826423	39.49588334	-36.73205692
EOG7K1778	48.44069204	22.13642935	26.30426269	-4.167833343
EOG7K177N	48.54907247	14.81214653	33.73692594	-18.92477942
EOG7K43F0	66.04272439	27.43279018	38.60993421	-11.17714402
EOG7K43F1	28.41717628	6.905356879	21.5118194	-14.60646252
EOG7K43F2	51.51690132	5.82060964	45.69629168	-39.87568204
EOG7K43F3	49.32909307	17.72751261	31.60158046	-13.87406785
EOG7K43F5	18.12198034	8.830885666	9.291094673	-0.460209007
EOG7K43F8	43.71369625	27.10416222	16.60953403	10.49462819
EOG7K43F9	18.36128697	8.545396841	9.815890125	-1.270493283
EOG7K43FB	33.49979753	11.43754163	22.0622559	-10.62471426
EOG7K43FD	41.18240976	26.17336671	15.00904304	11.16432367
EOG7K43FG	133.5588889	68.89407832	64.66481055	4.229267777
EOG7K43FH	32.02959525	19.45004886	12.57954639	6.870502465
EOG7K43FJ	28.70923582	11.79192846	16.91730736	-5.125378892
EOG7K43FN	135.0810016	79.37810742	55.70289419	23.67521323
EOG7K43FP	15.48334364	3.681755781	11.80158786	-8.11983208
EOG7K43FT	39.44431713	14.67359581	24.77072132	-10.09712551
EOG7K43FW	95.95693333	15.9547401	80.00219323	-64.04745313
EOG7K43FZ	34.55952349	15.38301325	19.17651024	-3.793496993
EOG7K43G0	101.0868303	66.78619626	34.300634	32.48556227
EOG7K43G3	21.51374491	4.906883373	16.60686154	-11.69997816
EOG7K43G4	11.26930029	2.813625319	8.45567497	-5.642049651
EOG7K43G5	127.9897651	47.74193921	80.24782587	-32.50588666
EOG7K43G8	76.1820927	44.25405004	31.92804266	12.32600738
EOG7K6ZP2	22.01298145	14.21069325	7.802288199	6.408405051
EOG7K6ZP3	23.59694498	6.020538601	17.57640637	-11.55586777
EOG7K6ZP4	41.53766484	12.63462738	28.90303746	-16.26841008
EOG7K6ZP5	43.54423963	3.612111757	39.93212787	-36.32001611
EOG7K6ZP6	59.93428782	10.03903913	49.89524869	-39.85620956
EOG7K6ZP7	22.39395457	8.63005225	13.76390232	-5.133850068
EOG7K6ZP8	11.88538473	2.385530522	9.499854208	-7.114323686
EOG7K6ZP9	58.06159665	38.75468826	19.3069084	19.44777986
EOG7K6ZPB	33.23587219	9.163735646	24.07213655	-14.9084009
EOG7K6ZPC	47.55064618	17.69218161	29.85846457	-12.16628296
EOG7K6ZPD	28.04286005	11.73982741	16.30303264	-4.563205227
EOG7K6ZPF	24.10176974	5.633018558	18.46875118	-12.83573262
EOG7K6ZPG	12.68526499	5.136063445	7.549201548	-2.413138102
EOG7K6ZPH	6.19437682	1.395097429	4.799279392	-3.404181963
EOG7K6ZPK	17.19002651	4.032999996	13.15702651	-9.124026515
EOG7K6ZPN	75.06391869	52.28273118	22.78118751	29.50154366
EOG7K6ZPP	11.45582316	2.755201271	8.700621889	-5.945420617
EOG7K6ZPR	28.98390396	5.893019704	23.09088425	-17.19786455
EOG7K6ZPS	14.39219777	7.30421625	7.087981518	0.216234732
EOG7K6ZPT	30.54135644	5.9828643	24.55849214	-18.57562784
EOG7K6ZPV	39.77885744	10.24339576	29.53546168	-19.29206592
EOG7K6ZPW	37.44893303	5.716135387	31.73279764	-26.01666226
EOG7K6ZPX	54.18019107	22.33939741	31.84079366	-9.501396254
EOG7K6ZQ3	32.27428451	5.930853038	26.34343147	-20.41257843
EOG7K6ZQ4	45.96141659	14.84048917	31.12092743	-16.28043826
EOG7K6ZQ7	62.27199558	14.07130774	48.20068784	-34.1293801
EOG7K9TWZ	26.07984933	10.81196169	15.26788765	-4.455925957
EOG7K9TX0	15.63125404	2.738926078	12.89232796	-10.15340188
EOG7K9TX1	12.17317351	2.407850473	9.765323037	-7.357472564
EOG7K9TX2	64.53210174	13.48004559	51.05205615	-37.57201057
EOG7K9TX3	24.54333658	2.678764099	21.86457248	-19.18580838
EOG7K9TX4	56.25706529	36.35273111	19.90433419	16.44839692
EOG7K9TX5	35.30183367	18.68798613	16.61384755	2.074138579
EOG7K9TX8	64.94795911	25.90145586	39.04650324	-13.14504738
EOG7K9TX9	108.8246658	51.78831432	57.0363515	-5.248037177
EOG7K9TXB	29.86244287	21.33277497	8.529667899	12.80310707
EOG7K9TXC	8.724188161	1.338741417	7.385446745	-6.046705328
EOG7K9TXD	28.83387888	7.308112953	21.52576592	-14.21765297
EOG7K9TXF	38.96494407	3.10400044	35.86094363	-32.75694319
EOG7K9TXG	3.146327836	0.987501514	2.158826322	-1.171324808
EOG7K9TXJ	72.42634572	17.16138069	55.26496504	-38.10358435
EOG7K9TXK	14.59746202	2.438341014	12.15912101	-9.720779996
EOG7K9TXM	30.84516764	22.43855086	8.406616778	14.03193409
EOG7K9TXN	34.60605243	4.341462552	30.26458987	-25.92312732
EOG7K9TXQ	95.61008264	36.78701244	58.8230702	-22.03605777
EOG7K9TXS	41.48313066	7.669361485	33.81376917	-26.14440769
EOG7K9TXX	28.64278389	7.716742596	20.92604129	-13.2092987
EOG7K9TXZ	44.54908008	14.46647049	30.08260959	-15.6161391
EOG7K9TZ0	57.97800997	19.60848448	38.36952549	-18.761041
EOG7K9TZ2	43.61323458	21.55655064	22.05668394	-0.5001333
EOG7K9TZ6	68.50723358	42.15310986	26.35412372	15.79898614
EOG7K9TZB	24.2759415	12.55559802	11.72034348	0.835254536
EOG7KDQ4T	14.77229383	4.383232922	10.3890609	-6.005827982
EOG7KDQ4V	18.86722217	3.342200684	15.52502148	-12.1828208
EOG7KDQ4W	16.83794254	5.387535631	11.45040691	-6.062871278
EOG7KDQ4X	40.40292862	7.407460698	32.99546792	-25.58800722
EOG7KDQ4Z	48.13481578	24.81918017	23.31563562	1.50354455
EOG7KDQ50	63.62703141	11.44524896	52.18178245	-40.73653348
EOG7KDQ51	11.0109093	1.631610281	9.379299014	-7.747688733
EOG7KDQ52	31.56732648	5.965189737	25.60213674	-19.636947
EOG7KDQ53	17.81884249	2.459076503	15.35976598	-12.90068948
EOG7KDQ54	17.67816702	2.587659186	15.09050783	-12.50284865
EOG7KDQ55	163.7018557	24.81641252	138.8854432	-114.0690306
EOG7KDQ56	15.08110645	1.60892927	13.47217718	-11.86324791
EOG7KDQ57	21.64503667	5.332817823	16.31221885	-10.97940103
EOG7KDQ58	19.4273186	9.918998861	9.508319738	0.410679124
EOG7KDQ59	47.70133826	14.42837224	33.27296603	-18.84459379
EOG7KDQ5C	13.86032086	3.952284651	9.908036204	-5.955751553
EOG7KDQ5D	13.50399318	4.919087675	8.5849055	-3.665817825
EOG7KDQ5J	37.31634467	17.84246321	19.47388146	-1.631418257
EOG7KDQ5K	57.23568178	14.96969043	42.26599136	-27.29630093
EOG7KDQ5M	29.5509736	5.41606037	24.13491323	-18.71885286
EOG7KDQ5N	161.4187924	37.21039414	124.2083983	-86.99800416
EOG7KDQ5Q	13.54459223	3.199057192	10.34553504	-7.146477848
EOG7KDQ5S	37.37182535	7.241982643	30.12984271	-22.88786006
EOG7KDQ5Z	15.90010078	4.39400463	11.50609615	-7.112091522
EOG7KDQ63	45.27684321	8.268518316	37.00832489	-28.73980658
EOG7KHKCS	15.44014401	2.410143958	13.03000005	-10.6198561
EOG7KHKCT	13.77233789	4.982653795	8.7896841	-3.807030305
EOG7KHKCW	78.25475296	19.82780737	58.4269456	-38.59913823
EOG7KHKCX	29.62343176	5.279683937	24.34374782	-19.06406389
EOG7KHKD0	19.62021597	3.179888142	16.44032783	-13.26043968
EOG7KHKD1	42.67791309	8.013157804	34.66475529	-26.65159748
EOG7KHKD2	16.3089254	3.384484085	12.92444132	-9.539957233
EOG7KHKD3	28.19976332	12.34011923	15.85964409	-3.519524856
EOG7KHKD4	16.67314355	4.602796339	12.07034722	-7.467550877
EOG7KHKD5	24.82397775	11.94595027	12.87802749	-0.932077222
EOG7KHKD6	32.24035387	8.634851144	23.60550273	-14.97065158
EOG7KHKD7	28.64868221	12.99226316	15.65641905	-2.664155889
EOG7KHKD8	54.93568727	23.22180322	31.71388405	-8.492080827
EOG7KHKD9	48.33348622	7.734704827	40.59878139	-32.86407656
EOG7KHKDD	39.82038433	15.02863509	24.79174924	-9.763114147
EOG7KHKDG	37.83266374	17.95538536	19.87727838	-1.921893018
EOG7KHKDH	21.94424965	5.548039525	16.39621012	-10.8481706
EOG7KHKDJ	45.2506157	14.76760123	30.48301446	-15.71541323
EOG7KHKDN	44.01944527	37.3010629	6.718382367	30.58268053
EOG7KHKDP	29.55716677	6.629700697	22.92746607	-16.29776538
EOG7KHKDQ	29.1545569	6.694428022	22.46012888	-15.76570086
EOG7KHKDR	29.08577198	8.855265081	20.2305069	-11.37524182
EOG7KHKDT	38.23274207	15.33341688	22.89932519	-7.565908313
EOG7KHKDV	12.99291109	2.688239877	10.30467121	-7.616431332
EOG7KHKDZ	90.12018899	49.37777186	40.74241713	8.63535473
EOG7KMFMS	16.19145094	7.781020566	8.410430372	-0.629409806
EOG7KMFMT	52.90111278	39.01237433	13.88873845	25.12363588
EOG7KMFMV	32.57837652	6.175158119	26.4032184	-20.22806028
EOG7KMFMW	32.44703354	7.371419214	25.07561432	-17.70419511
EOG7KMFMX	36.13358654	19.67689895	16.45668759	3.220211351
EOG7KMFMZ	71.7897991	49.51461554	22.27518355	27.23943199
EOG7KMFN0	14.31818447	6.013901264	8.304283201	-2.290381937
EOG7KMFN1	19.29580835	3.414718907	15.88108945	-12.46637054
EOG7KMFN2	27.56664262	4.353608766	23.21303386	-18.85942509
EOG7KMFN3	39.39521487	11.2005258	28.19468907	-16.99416327
EOG7KMFN4	38.73177611	10.76653499	27.96524112	-17.19870614
EOG7KMFN5	91.93757284	46.12544936	45.81212348	0.313325888
EOG7KMFN6	22.05883986	4.440654467	17.61818539	-13.17753093
EOG7KMFN7	79.54243479	8.236720874	71.30571391	-63.06899304
EOG7KMFN8	15.27090079	3.124809371	12.14609142	-9.021282049
EOG7KMFN9	43.74834416	14.33411357	29.41423058	-15.08011701
EOG7KMFNB	60.46022098	47.95136913	12.50885184	35.44251729
EOG7KMFNC	62.06193171	16.21860205	45.84332966	-29.62472761
EOG7KMFND	37.89112168	5.530697288	32.3604244	-26.82972711
EOG7KMFNF	14.55643723	2.710302687	11.84613455	-9.13583186
EOG7KMFNG	16.53304771	4.383809433	12.14923828	-7.765428845
EOG7KMFNH	76.38697815	39.79815432	36.58882383	3.209330497
EOG7KMFNJ	48.63391994	14.00705324	34.6268667	-20.61981347
EOG7KMFNK	11.26850956	2.765404013	8.503105543	-5.73770153
EOG7KMFNP	35.48459586	16.67588806	18.80870781	-2.132819753
EOG7KMFNQ	56.27720934	22.13167308	34.14553627	-12.01386319
EOG7KMFNS	19.83886495	3.954699791	15.88416516	-11.92946537
EOG7KMFNT	85.19841267	11.16471739	74.03369527	-62.86897788
EOG7KMFNV	137.3121045	40.32338537	96.9887191	-56.66533374
EOG7KMFNW	49.61186763	13.95016871	35.66169892	-21.71153021
EOG7KMFNX	32.29156089	5.752538944	26.53902195	-20.78648301
EOG7KMFP0	45.21981223	4.415949416	40.80386281	-36.3879134
EOG7KQ9VP	22.86651984	6.132940583	16.73357926	-10.60063867
EOG7KQ9VQ	33.49860997	3.546874334	29.95173563	-26.4048613
EOG7KQ9VR	81.78339771	55.32641967	26.45697804	28.86944163
EOG7KQ9VS	22.42318812	3.811516363	18.61167176	-14.8001554
EOG7KQ9VT	69.72667072	30.96987984	38.75679088	-7.786911037
EOG7KQ9VV	59.39058137	35.59982877	23.7907526	11.80907617
EOG7KQ9VW	15.25319928	7.929115392	7.324083893	0.605031499
EOG7KQ9VX	36.38734165	19.79764024	16.58970141	3.207938824
EOG7KQ9VZ	42.42821777	14.28759179	28.14062598	-13.85303419
EOG7KQ9W0	24.65201459	4.481516916	20.17049767	-15.68898076
EOG7KQ9W1	12.18797551	2.751797994	9.436177514	-6.68437952
EOG7KQ9W2	26.90063702	6.018060938	20.88257609	-14.86451515
EOG7KQ9W3	86.73902087	74.91907718	11.81994369	63.09913349
EOG7KQ9W4	24.79459749	6.507571369	18.28702613	-11.77945476
EOG7KQ9W6	59.52970882	24.32317991	35.20652891	-10.883349
EOG7KQ9W8	25.27919651	3.984474106	21.2947224	-17.3102483
EOG7KQ9W9	12.04407752	3.005836522	9.038241002	-6.03240448
EOG7KQ9WB	22.52368609	4.882220221	17.64146587	-12.75924565
EOG7KQ9WC	97.35753414	16.88931149	80.46822266	-63.57891117
EOG7KQ9WH	118.3941135	63.08719201	55.30692152	7.780270488
EOG7KQ9WJ	88.32523027	40.69923047	47.6259998	-6.926769325
EOG7KQ9WM	56.78125685	15.42703273	41.35422411	-25.92719138
EOG7KQ9WP	47.91453684	8.158981112	39.75555573	-31.59657462
EOG7KQ9WV	51.70207749	11.47354033	40.22853715	-28.75499682
EOG7KT63K	25.4104553	18.95586928	6.454586016	12.50128327
EOG7KT63M	15.86349857	7.233800285	8.629698287	-1.395898002
EOG7KT63N	46.18154228	15.67563578	30.5059065	-14.83027072
EOG7KT63P	23.03968673	2.788009633	20.25167709	-17.46366746
EOG7KT63Q	37.99768364	14.32907518	23.66860845	-9.33953327
EOG7KT63R	10.38411841	1.561438467	8.822679947	-7.26124148
EOG7KT63S	13.98342009	3.714321585	10.2690985	-6.554776917
EOG7KT63T	64.88860915	15.0243304	49.86427876	-34.83994836
EOG7KT63V	28.31794361	5.159568181	23.15837543	-17.99880725
EOG7KT63W	29.87857377	3.194756224	26.68381755	-23.48906132
EOG7KT63X	66.36688019	45.11041715	21.25646304	23.85395411
EOG7KT63Z	20.2591252	6.891169773	13.36795543	-6.476785658
EOG7KT640	10.23865716	2.009988943	8.228668214	-6.218679272
EOG7KT641	12.55051293	5.272104176	7.278408752	-2.006304575
EOG7KT642	19.67082411	6.106466436	13.56435767	-7.457891236
EOG7KT643	64.79087263	55.61283926	9.178033365	46.4348059
EOG7KT645	8.266530728	2.290272938	5.976257789	-3.685984851
EOG7KT646	43.58752122	23.07091419	20.51660703	2.554307159
EOG7KT647	20.43902893	4.124204019	16.31482491	-12.1906209
EOG7KT649	29.7129338	17.75954231	11.95339149	5.80615082
EOG7KT64F	14.28737433	2.055083461	12.23229087	-10.17720741
EOG7KT64G	174.0473959	58.72398459	115.3234113	-56.59942668
EOG7KT64J	43.74558647	10.54799133	33.19759514	-22.64960381
EOG7KT64N	33.48370928	11.11184698	22.3718623	-11.26001531
EOG7KT64P	68.94294715	8.307124199	60.63582295	-52.32869875
EOG7KT64Q	45.63800756	15.73010896	29.90789859	-14.17778963
EOG7KX2BK	16.77326376	8.740840167	8.032423593	0.708416575
EOG7KX2BM	16.59735747	3.19412605	13.40323142	-10.20910537
EOG7KX2BN	61.37312956	19.8460249	41.52710467	-21.68107977
EOG7KX2BP	31.60444952	6.453467054	25.15098246	-18.69751541
EOG7KX2BQ	34.2899059	17.24438444	17.04552146	0.198862972
EOG7KX2BR	87.10589979	68.65753312	18.44836667	50.20916646
EOG7KX2BS	20.53574752	3.793143292	16.74260422	-12.94946093
EOG7KX2BT	11.05905873	3.641507818	7.417550908	-3.77604309
EOG7KX2BV	37.1597365	17.50067795	19.65905855	-2.158380593
EOG7KX2BW	35.26039092	18.64275742	16.61763349	2.025123927
EOG7KX2BX	7.367755926	1.49599518	5.871760746	-4.375765567
EOG7KX2BZ	29.68084888	5.193699656	24.48714923	-19.29344957
EOG7KX2C0	12.63281628	2.886743372	9.74607291	-6.859329539
EOG7KX2C1	18.09134977	3.247293648	14.84405612	-11.59676247
EOG7KX2C4	39.90919656	8.051929896	31.85726667	-23.80533677
EOG7KX2C5	77.12518083	61.86551547	15.25966536	46.60585011
EOG7KX2C9	3.052529092	0.55951954	2.493009551	-1.933490011
EOG7KX2CB	12.55856102	2.31637058	10.24219044	-7.925819859
EOG7KX2CD	36.4246521	5.631256113	30.79339598	-25.16213987
EOG7KX2CH	53.3890991	23.82799866	29.56110044	-5.733101783
EOG7KX2CJ	21.98426387	8.36627285	13.61799102	-5.251718171
EOG7KX2CN	79.25338387	49.95416148	29.29922239	20.65493909
EOG7KX2CQ	55.33060754	20.55617435	34.77443318	-14.21825883
EOG7KX2CR	47.79372854	10.66282152	37.13090702	-26.46808551
EOG7KX2CX	13.82034425	2.565704568	11.25463969	-8.68893512
EOG7M0XKG	34.10704123	7.419468052	26.68757317	-19.26810512
EOG7M0XKK	20.96402545	5.457426212	15.50659924	-10.04917303
EOG7M0XKN	6.111647176	0.951001039	5.160646137	-4.209645098
EOG7M0XKP	27.14616723	8.930603323	18.21556391	-9.284960584
EOG7M0XKQ	35.69227586	12.78994867	22.9023272	-10.11237853
EOG7M0XKR	21.69188796	12.44284083	9.249047131	3.193793701
EOG7M0XKS	8.963595729	1.94029958	7.023296149	-5.082996568
EOG7M0XKT	31.30213828	17.0072314	14.29490688	2.71232452
EOG7M0XKV	12.69340907	3.497253396	9.196155676	-5.698902279
EOG7M0XKW	63.93223865	19.25103093	44.68120772	-25.4301768
EOG7M0XKX	70.42637759	36.11663824	34.30973935	1.806898893
EOG7M0XM0	29.91258955	6.945901855	22.9666877	-16.02078585
EOG7M0XM1	24.95590627	5.866275422	19.08963085	-13.22335543
EOG7M0XM2	26.91677968	7.777180613	19.13959906	-11.36241845
EOG7M0XM4	30.75344132	4.907613673	25.84582765	-20.93821398
EOG7M0XM6	14.83923666	3.524708997	11.31452766	-7.789818664
EOG7M0XM8	70.29983611	20.26021862	50.03961749	-29.77939887
EOG7M0XM9	32.75874396	8.695089247	24.06365472	-15.36856547
EOG7M0XMC	41.28038733	10.41921327	30.86117407	-20.4419608
EOG7M0XMF	32.81857909	8.744226926	24.07435217	-15.33012524
EOG7M0XMM	35.95804365	8.467517323	27.49052632	-19.023009
EOG7M0XMN	61.22716153	19.27272852	41.95443301	-22.68170449
EOG7M3STB	26.17002272	6.384110035	19.78591268	-13.40180265
EOG7M3STC	55.30079627	30.72568122	24.57511505	6.150566173
EOG7M3STD	32.32763148	7.608575226	24.71905625	-17.11048103
EOG7M3STF	30.13665269	5.217283116	24.91936957	-19.70208646
EOG7M3STH	28.22814221	7.63814822	20.58999399	-12.95184577
EOG7M3STJ	34.37486279	21.40257108	12.97229171	8.430279365
EOG7M3STK	14.70080743	7.04358081	7.657226622	-0.613645812
EOG7M3STN	35.48622826	6.446422591	29.03980567	-22.59338308
EOG7M3STP	39.69879441	8.890893834	30.80790058	-21.91700674
EOG7M3STQ	45.08237737	8.080957588	37.00141978	-28.92046219
EOG7M3STR	8.534348684	1.909140245	6.625208438	-4.716068193
EOG7M3STS	17.94431341	7.015771048	10.92854237	-3.912771318
EOG7M3STT	19.42229917	4.825769481	14.59652969	-9.770760206
EOG7M3STV	60.2058573	20.07156179	40.1342955	-20.06273371
EOG7M3STW	24.46071581	11.20602699	13.25468882	-2.048661833
EOG7M3STX	25.48670811	6.390021073	19.09668703	-12.70666596
EOG7M3STZ	60.94453633	8.862806003	52.08173033	-43.21892433
EOG7M3SV0	35.82435178	6.962817657	28.86153412	-21.89871647
EOG7M3SV2	31.7890546	7.976296131	23.81275847	-15.83646233
EOG7M3SV4	83.34933229	65.09021156	18.25912073	46.83109083
EOG7M3SV5	21.5023762	5.124996317	16.37737988	-11.25238356
EOG7M3SV6	14.22124032	0.965871191	13.25536913	-12.28949794
EOG7M3SV7	17.14758146	4.668426121	12.47915534	-7.810729215
EOG7M3SV8	13.1926975	2.472040399	10.7206571	-8.248616701
EOG7M3SV9	66.28334613	14.11192991	52.17141622	-38.05948631
EOG7M3SVB	5.453993124	2.704212578	2.749780545	-0.045567967
EOG7M3SVK	15.09672618	4.085024162	11.01170202	-6.926677857
EOG7M6P2B	51.50583171	28.65928818	22.84654353	5.812744653
EOG7M6P2C	17.69782712	2.506236233	15.19159089	-12.68535466
EOG7M6P2D	35.0207341	6.254252749	28.76648135	-22.5122286
EOG7M6P2F	67.74872665	6.813911937	60.93481472	-54.12090278
EOG7M6P2G	22.00565122	4.541985651	17.46366557	-12.92167992
EOG7M6P2J	21.65875282	2.786755922	18.87199689	-16.08524097
EOG7M6P2K	117.7601539	46.72279302	71.03736084	-24.31456782
EOG7M6P2M	76.52484339	62.07711744	14.44772595	47.62939149
EOG7M6P2N	11.89147634	2.284010529	9.607465814	-7.323455285
EOG7M6P2P	50.76919309	34.56636132	16.20283177	18.36352955
EOG7M6P2R	31.22441039	5.032682994	26.1917274	-21.1590444
EOG7M6P2S	89.86261104	18.49818284	71.3644282	-52.86624536
EOG7M6P2V	62.21040782	14.67481294	47.53559487	-32.86078193
EOG7M6P2W	21.82413992	5.104187286	16.71995264	-11.61576535
EOG7M6P2X	14.70566832	6.093277261	8.612391057	-2.519113796
EOG7M6P2Z	24.58412585	3.799465043	20.78466081	-16.98519576
EOG7M6P32	56.08526186	40.45918464	15.62607722	24.83310742
EOG7M6P33	35.75527198	6.51600445	29.23926753	-22.72326308
EOG7M6P36	9.683605291	1.431849684	8.251755607	-6.819905922
EOG7M6P37	33.79627204	9.240746306	24.55552573	-15.31477943
EOG7M6P3B	45.63255628	29.19430905	16.43824723	12.75606181
EOG7M6P3D	37.37782742	2.949466638	34.42836078	-31.47889414
EOG7M6P3F	24.00281772	5.195372379	18.80744534	-13.61207296
EOG7M6P3G	27.74113418	4.789155221	22.95197896	-18.16282374
EOG7M6P3M	29.85311694	17.60387916	12.24923779	5.354641372
EOG7M6P3X	102.9295396	59.17041143	43.75912817	15.41128326
EOG7M9J98	34.38731675	2.926976576	31.46034018	-28.5333636
EOG7M9J99	45.89622237	13.49607725	32.40014511	-18.90406786
EOG7M9J9B	21.50667154	5.473542626	16.03312891	-10.55958628
EOG7M9J9C	16.29671132	3.431824405	12.86488692	-9.433062512
EOG7M9J9D	7.969537191	5.670816669	2.298720522	3.372096146
EOG7M9J9G	52.81269685	11.98252453	40.83017232	-28.84764779
EOG7M9J9H	61.35979041	23.95349534	37.40629507	-13.45279973
EOG7M9J9J	23.1052949	10.8236636	12.2816313	-1.457967703
EOG7M9J9K	18.87459618	4.069319783	14.8052764	-10.73595662
EOG7M9J9M	40.11950955	16.0996837	24.01982584	-7.920142136
EOG7M9J9N	20.86406366	13.43507007	7.428993586	6.006076484
EOG7M9J9P	25.35103926	13.65087131	11.70016795	1.950703365
EOG7M9J9R	15.49981812	7.757394758	7.742423358	0.0149714
EOG7M9J9S	15.84127038	4.415397652	11.42587273	-7.010475076
EOG7M9J9T	16.90867951	6.301579678	10.60709984	-4.305520159
EOG7M9J9V	37.70417502	3.554728802	34.14944622	-30.59471741
EOG7M9J9W	21.92965709	2.635428953	19.29422813	-16.65879918
EOG7M9J9X	22.19839332	5.060514206	17.13787912	-12.07736491
EOG7M9J9Z	38.23654285	9.527333098	28.70920975	-19.18187666
EOG7M9JB3	42.75834441	11.62976744	31.12857697	-19.49880953
EOG7M9JB4	43.76037225	15.92951724	27.830855	-11.90133776
EOG7M9JB6	63.46667444	6.246873943	57.2198005	-50.97292656
EOG7M9JB7	49.26312638	14.58772197	34.67540441	-20.08768244
EOG7M9JB9	24.06726313	4.004733068	20.06253006	-16.05779699
EOG7M9JBD	68.40904417	16.51932992	51.88971426	-35.37038434
EOG7M9JBF	48.90603285	11.99053204	36.91550081	-24.92496877
EOG7MDDJ4	67.79720034	21.77066956	46.02653077	-24.25586121
